telemetry_name,telemetry_value,vehicle_id_x,meta_time,chassis,lap,vehicle_id_y,meta_time_start,meta_time_end
gear,2.0,GR86-004-78,2025-09-07 15:05:48.982000+00:00,004-78,2.0,GR86-004-78,2025-09-07 15:05:49.482000+00:00,2025-09-07 15:07:35.392000+00:00
nmot,6442.0,GR86-004-78,2025-09-07 15:05:48.982000+00:00,004-78,2.0,GR86-004-78,2025-09-07 15:05:49.482000+00:00,2025-09-07 15:07:35.392000+00:00
gear,2.0,GR86-004-78,2025-09-07 15:05:48.984000+00:00,004-78,2.0,GR86-004-78,2025-09-07 15:05:49.482000+00:00,2025-09-07 15:07:35.392000+00:00
gear,2.0,GR86-004-78,2025-09-07 15:05:49.044000+00:00,004-78,2.0,GR86-004-78,2025-09-07 15:05:49.482000+00:00,2025-09-07 15:07:35.392000+00:00
gear,2.0,GR86-004-78,2025-09-07 15:05:49.044000+00:00,004-78,2.0,GR86-004-78,2025-09-07 15:05:49.482000+00:00,2025-09-07 15:07:35.392000+00:00
gear,2.0,GR86-004-78,2025-09-07 15:05:49.044000+00:00,004-78,2.0,GR86-004-78,2025-09-07 15:05:49.482000+00:00,2025-09-07 15:07:35.392000+00:00
gear,2.0,GR86-004-78,2025-09-07 15:05:49.044000+00:00,004-78,2.0,GR86-004-78,2025-09-07 15:05:49.482000+00:00,2025-09-07 15:07:35.392000+00:00
speed,111.05,GR86-004-78,2025-09-07 15:05:49.044000+00:00,004-78,2.0,GR86-004-78,2025-09-07 15:05:49.482000+00:00,2025-09-07 15:07:35.392000+00:00
gear,2.0,GR86-004-78,2025-09-07 15:05:49.044000+00:00,004-78,2.0,GR86-004-78,2025-09-07 15:05:49.482000+00:00,2025-09-07 15:07:35.392000+00:00
gear,2.0,GR86-004-78,2025-09-07 15:05:49.044000+00:00,004-78,2.0,GR86-004-78,2025-09-07 15:05:49.482000+00:00,2025-09-07 15:07:35.392000+00:00
gear,2.0,GR86-004-78,2025-09-07 15:05:49.045000+00:00,004-78,2.0,GR86-004-78,2025-09-07 15:05:49.482000+00:00,2025-09-07 15:07:35.392000+00:00
speed,112.82,GR86-004-78,2025-09-07 15:05:49.045000+00:00,004-78,2.0,GR86-004-78,2025-09-07 15:05:49.482000+00:00,2025-09-07 15:07:35.392000+00:00
